"","cityid","city","statefips","city_pop2019","date","gps_retail_and_recreation","gps_grocery_and_pharmacy","gps_parks","gps_transit_stations","gps_workplaces","gps_residential","gps_away_from_home","bc","co","no2","o3","pm10","pm25","so2"
"162",1,"LOS ANGELES",6,10039107,"2020-08-03",-0.317,-0.111,-0.0471,-0.39,-0.363,0.129,-0.155,NA,0.22,0.006,0.048,57,30,0
"163",1,"LOS ANGELES",6,10039107,"2020-08-04",-0.314,-0.107,-0.0443,-0.387,-0.363,0.127,-0.154,NA,0.195,0.004,0.036,29.5,15.5,0
"164",1,"LOS ANGELES",6,10039107,"2020-08-05",-0.311,-0.104,-0.0414,-0.384,-0.363,0.126,-0.152,NA,0.185,0.0065,0.0355,34.5,13,0
"165",1,"LOS ANGELES",6,10039107,"2020-08-06",-0.309,-0.103,-0.0343,-0.381,-0.361,0.126,-0.152,NA,0.16,0.004,0.034,23.5,12,0
"166",1,"LOS ANGELES",6,10039107,"2020-08-07",-0.307,-0.103,-0.0314,-0.38,-0.361,0.126,-0.152,NA,0.19,0.008,0.028,27,11,0
"167",1,"LOS ANGELES",6,10039107,"2020-08-08",-0.306,-0.106,-0.0257,-0.38,-0.361,0.126,-0.152,NA,0.19,0.005,0.025,28,12,0
"168",1,"LOS ANGELES",6,10039107,"2020-08-09",-0.306,-0.107,-0.0214,-0.38,-0.361,0.124,-0.149,NA,0.16,0.003,0.026,24,11,0
"169",1,"LOS ANGELES",6,10039107,"2020-08-10",-0.307,-0.11,-0.02,-0.38,-0.361,0.124,-0.149,NA,0.15,0.003,0.027,20,9,0
"170",1,"LOS ANGELES",6,10039107,"2020-08-11",-0.307,-0.113,-0.0186,-0.38,-0.361,0.124,-0.149,NA,0.17,0.004,0.024,20,7,0
"171",1,"LOS ANGELES",6,10039107,"2020-08-12",-0.309,-0.116,-0.02,-0.381,-0.361,0.124,-0.149,NA,0.18,0.006,0.033,29,8,0
"172",1,"LOS ANGELES",6,10039107,"2020-08-13",-0.31,-0.119,-0.0271,-0.383,-0.363,0.124,-0.149,NA,0.22,0.008,0.021,22,10,0
"173",1,"LOS ANGELES",6,10039107,"2020-08-14",-0.311,-0.12,-0.0357,-0.386,-0.363,0.123,-0.148,NA,0.23,0.008,0.026,29,12,0
"174",1,"LOS ANGELES",6,10039107,"2020-08-15",-0.313,-0.121,-0.0471,-0.389,-0.366,0.123,-0.148,NA,0.315,0.0125,0.016,32,17,0
"175",1,"LOS ANGELES",6,10039107,"2020-08-16",-0.313,-0.121,-0.0586,-0.39,-0.369,0.123,-0.148,NA,0.22,0.005,0.026,26.5,15,0
"176",1,"LOS ANGELES",6,10039107,"2020-08-17",NA,NA,NA,NA,-0.37,0.123,-0.148,NA,0.25,0.0075,0.022,34,18,0
"177",1,"LOS ANGELES",6,10039107,"2020-08-18",NA,NA,NA,NA,-0.37,0.124,-0.149,NA,0.27,0.007,0.026,37,20,0
"178",1,"LOS ANGELES",6,10039107,"2020-08-19",NA,NA,NA,NA,-0.37,0.126,-0.151,NA,0.29,0.009,0.0265,33,18.5,0
"179",1,"LOS ANGELES",6,10039107,"2020-08-20",NA,NA,NA,NA,-0.369,0.126,-0.151,NA,0.24,0.007,0.0145,36,18.5,0
"180",1,"LOS ANGELES",6,10039107,"2020-08-21",NA,NA,NA,NA,-0.369,0.127,-0.152,NA,0.255,0.009,0.017,32,17,0
"181",1,"LOS ANGELES",6,10039107,"2020-08-22",NA,NA,NA,NA,-0.366,0.126,-0.15,NA,0.38,0.0075,0.032,43,23,0
"182",1,"LOS ANGELES",6,10039107,"2020-08-23",NA,NA,NA,NA,-0.363,0.126,-0.15,NA,0.27,0.003,0.033,39,27,0
"183",1,"LOS ANGELES",6,10039107,"2020-08-24",NA,NA,NA,NA,-0.361,0.126,-0.15,NA,0.24,0.003,0.0205,26,13,0
"184",1,"LOS ANGELES",6,10039107,"2020-08-25",NA,NA,NA,NA,-0.361,0.124,-0.148,NA,0.28,0.006,0.021,21,13,0
"185",1,"LOS ANGELES",6,10039107,"2020-08-26",NA,NA,NA,NA,-0.36,0.124,-0.148,NA,0.28,0.008,0.017,23,9.5,0
"186",1,"LOS ANGELES",6,10039107,"2020-08-27",NA,NA,NA,NA,-0.36,0.124,-0.148,NA,0.29,0.008,0.026,34.5,18,0
"187",1,"LOS ANGELES",6,10039107,"2020-08-28",NA,NA,NA,NA,-0.359,0.123,-0.147,NA,0.275,0.008,0.023,38,17.5,0
"188",1,"LOS ANGELES",6,10039107,"2020-08-29",NA,NA,NA,NA,-0.359,0.123,-0.147,NA,0.18,0.004,0.029,22,11.5,0
"189",1,"LOS ANGELES",6,10039107,"2020-08-30",NA,NA,NA,NA,-0.359,0.121,-0.144,NA,0.17,0.003,0.03,20,12,0
"190",1,"LOS ANGELES",6,10039107,"2020-08-31",NA,NA,NA,NA,-0.359,0.121,-0.144,NA,0.18,0.003,0.034,21,12,0
"191",1,"LOS ANGELES",6,10039107,"2020-09-01",NA,NA,NA,NA,-0.359,0.121,-0.144,NA,0.17,0.003,0.038,18.5,9,0
"192",1,"LOS ANGELES",6,10039107,"2020-09-02",NA,NA,NA,NA,-0.359,0.12,-0.142,NA,0.2,0.004,0.033,20,10,0
"193",1,"LOS ANGELES",6,10039107,"2020-09-03",NA,NA,NA,NA,-0.359,0.119,-0.141,NA,0.25,0.007,0.029,30,16,0
"194",1,"LOS ANGELES",6,10039107,"2020-09-04",NA,NA,NA,NA,-0.36,0.117,-0.14,NA,0.3,0.009,0.031,40,21.5,0
"195",1,"LOS ANGELES",6,10039107,"2020-09-05",NA,NA,NA,NA,-0.367,0.117,-0.14,NA,0.38,0.007,0.0315,46,24,0
"196",1,"LOS ANGELES",6,10039107,"2020-09-06",NA,NA,NA,NA,-0.373,0.117,-0.14,NA,0.415,0.0105,0.0485,48,27,0.001
"197",1,"LOS ANGELES",6,10039107,"2020-09-07",NA,NA,NA,NA,-0.42,0.127,-0.151,NA,0.33,0.01,0.032,44,21,0
"198",1,"LOS ANGELES",6,10039107,"2020-09-08",NA,NA,NA,NA,-0.374,0.117,-0.14,NA,0.24,0.005,0.026,32,16,0
"199",1,"LOS ANGELES",6,10039107,"2020-09-09",NA,NA,NA,NA,-0.376,0.117,-0.14,NA,0.33,0.008,0.023,34,17,0
"200",1,"LOS ANGELES",6,10039107,"2020-09-10",NA,NA,NA,NA,-0.376,0.119,-0.141,NA,0.445,0.0165,0.0105,65.5,23.5,0
"201",1,"LOS ANGELES",6,10039107,"2020-09-11",NA,NA,NA,NA,-0.373,0.12,-0.142,NA,0.62,0.019,0.0055,73,45,0
"202",1,"LOS ANGELES",6,10039107,"2020-09-12",NA,NA,NA,NA,-0.364,0.121,-0.145,NA,0.75,0.02,0.014,88,55,0
"203",1,"LOS ANGELES",6,10039107,"2020-09-13",NA,NA,NA,NA,-0.359,0.123,-0.148,NA,0.77,0.014,0.018,70,46,0
"204",1,"LOS ANGELES",6,10039107,"2020-09-14",NA,NA,NA,NA,-0.356,0.123,-0.148,NA,0.86,0.011,0.038,88,54,0
"205",1,"LOS ANGELES",6,10039107,"2020-09-15",NA,NA,NA,NA,-0.35,0.123,-0.148,NA,0.91,0.012,0.039,97,67,0
"206",1,"LOS ANGELES",6,10039107,"2020-09-16",NA,NA,NA,NA,-0.347,0.123,-0.148,NA,0.87,0.026,0.0105,75,49,0
"207",1,"LOS ANGELES",6,10039107,"2020-09-17",NA,NA,NA,NA,-0.344,0.121,-0.146,NA,0.475,0.013,0.0345,54,24,0.001
"208",1,"LOS ANGELES",6,10039107,"2020-09-18",NA,NA,NA,NA,-0.343,0.12,-0.145,NA,0.455,0.023,0.0195,50.5,23.5,0
"209",1,"LOS ANGELES",6,10039107,"2020-09-19",NA,NA,NA,NA,-0.343,0.117,-0.14,NA,0.315,0.0125,0.0215,47,19,0
"210",1,"LOS ANGELES",6,10039107,"2020-09-20",NA,NA,NA,NA,-0.341,0.116,-0.137,NA,0.39,0.01,0.025,38,19,0
"211",1,"LOS ANGELES",6,10039107,"2020-09-21",NA,NA,NA,NA,-0.343,0.116,-0.137,NA,0.28,0.006,0.035,40,20,0
"212",1,"LOS ANGELES",6,10039107,"2020-09-22",NA,NA,NA,NA,-0.344,0.116,-0.137,NA,0.28,0.006,0.041,31,18,0
"213",1,"LOS ANGELES",6,10039107,"2020-09-23",NA,NA,NA,NA,-0.344,0.116,-0.137,NA,0.31,0.006,0.0505,33.5,15.5,0
"214",1,"LOS ANGELES",6,10039107,"2020-09-24",NA,NA,NA,NA,-0.344,0.116,-0.137,NA,0.315,0.015,0.031,37,15,0
"215",1,"LOS ANGELES",6,10039107,"2020-09-25",NA,NA,NA,NA,-0.344,0.116,-0.137,NA,0.295,0.013,0.024,38,20,0
"216",1,"LOS ANGELES",6,10039107,"2020-09-26",NA,NA,NA,NA,-0.341,0.116,-0.137,NA,0.315,0.009,0.0265,32.5,16.5,0
"217",1,"LOS ANGELES",6,10039107,"2020-09-27",NA,NA,NA,NA,-0.34,0.116,-0.137,NA,0.24,0.004,0.046,35,16,0
"218",2,"NEW YORK CITY",36,8336817,"2020-02-24",0.02,-0.0241,0.139,-0.0206,-0.0326,0.0116,-0.00907,NA,NA,NA,0.019,NA,15.15,NA
"219",2,"NEW YORK CITY",36,8336817,"2020-02-25",0.0184,-0.0242,0.142,-0.0129,-0.0153,0.00788,-0.00543,NA,NA,NA,0.009,NA,10.8,NA
"220",2,"NEW YORK CITY",36,8336817,"2020-02-26",0.0174,-0.0207,0.12,-0.00765,0.000408,0.0053,-0.00255,NA,NA,NA,0.0225,NA,6.4,NA
"221",2,"NEW YORK CITY",36,8336817,"2020-02-27",0.0198,-0.0155,0.117,-0.00148,0.0167,0.00234,0.000434,NA,NA,NA,0.035,NA,3.85,NA
"222",2,"NEW YORK CITY",36,8336817,"2020-02-28",0.0266,-0.00444,0.119,0.00882,0.0341,-0.00282,0.00543,NA,NA,NA,0.0325,NA,5.4,NA
"223",2,"NEW YORK CITY",36,8336817,"2020-02-29",0.0242,-0.00262,0.0684,0.00496,0.0352,-0.00216,0.00426,NA,NA,NA,0.032,NA,5.95,NA
"224",2,"NEW YORK CITY",36,8336817,"2020-03-01",0.0224,-0.000158,0.00475,0.000583,0.035,-0.000809,0.00152,NA,NA,NA,0.03,NA,6.4,NA
"225",2,"NEW YORK CITY",36,8336817,"2020-03-02",0.027,0.00958,-0.0055,-2.87e-05,0.0358,-0.000809,0.00152,NA,NA,NA,0.0195,NA,10.35,NA
"226",2,"NEW YORK CITY",36,8336817,"2020-03-03",0.0353,0.0227,0.00699,0.00103,0.0369,-0.00109,0.00179,NA,NA,NA,0.026,NA,12.5,NA
"227",2,"NEW YORK CITY",36,8336817,"2020-03-04",0.0442,0.0351,0.0397,0.00121,0.0358,-0.00133,0.00206,NA,NA,NA,0.0355,NA,6.2,NA
"228",2,"NEW YORK CITY",36,8336817,"2020-03-05",0.0524,0.0481,0.0785,0.00161,0.0358,-0.00209,0.00283,NA,NA,NA,0.0305,NA,5.5,NA
"229",2,"NEW YORK CITY",36,8336817,"2020-03-06",0.0447,0.0447,0.0753,-0.00396,0.0341,0.000331,0.000483,NA,NA,NA,0.026,NA,5.65,NA
"230",2,"NEW YORK CITY",36,8336817,"2020-03-07",0.048,0.0549,0.115,-0.00214,0.0352,0.000851,-0.000429,NA,NA,NA,0.032,NA,5.3,NA
"231",2,"NEW YORK CITY",36,8336817,"2020-03-08",0.0497,0.0603,0.187,-0.00201,0.0344,0.00069,-1e-04,NA,NA,NA,0.031,NA,5.35,NA
"232",2,"NEW YORK CITY",36,8336817,"2020-03-09",0.0515,0.0626,0.248,-0.00614,0.0293,0.00193,-0.00157,NA,NA,NA,0.02,NA,10,NA
"233",2,"NEW YORK CITY",36,8336817,"2020-03-10",0.0488,0.0677,0.27,-0.0152,0.0195,0.00502,-0.00459,NA,NA,NA,0.029,NA,10.25,NA
"234",2,"NEW YORK CITY",36,8336817,"2020-03-11",0.0407,0.0706,0.278,-0.026,0.0111,0.00863,-0.00863,NA,NA,NA,0.0285,NA,4.7,NA
"235",2,"NEW YORK CITY",36,8336817,"2020-03-12",0.0266,0.0971,0.252,-0.044,-0.00431,0.0157,-0.0157,NA,NA,NA,0.013,NA,8.1,NA
"236",2,"NEW YORK CITY",36,8336817,"2020-03-13",0.0206,0.14,0.284,-0.0653,-0.0253,0.0224,-0.0223,NA,NA,NA,0.023,NA,4.5,NA
"237",2,"NEW YORK CITY",36,8336817,"2020-03-14",-0.00664,0.157,0.304,-0.096,-0.0403,0.0284,-0.0328,NA,NA,NA,0.035,NA,4,NA
"238",2,"NEW YORK CITY",36,8336817,"2020-03-15",-0.0417,0.166,0.27,-0.131,-0.0567,0.0361,-0.0484,NA,NA,NA,0.03,NA,3.8,NA
"239",2,"NEW YORK CITY",36,8336817,"2020-03-16",-0.0827,0.183,0.163,-0.178,-0.105,0.0547,-0.0705,NA,NA,NA,0.033,NA,4.5,NA
"240",2,"NEW YORK CITY",36,8336817,"2020-03-17",-0.131,0.19,0.119,-0.229,-0.155,0.0759,-0.0912,NA,NA,NA,0.027,NA,4.7,NA
"241",2,"NEW YORK CITY",36,8336817,"2020-03-18",-0.182,0.189,0.0906,-0.281,-0.209,0.0982,-0.116,NA,NA,NA,0.026,NA,6.15,NA
"242",2,"NEW YORK CITY",36,8336817,"2020-03-19",-0.239,0.147,0.0636,-0.333,-0.264,0.122,-0.14,NA,NA,NA,0.028,NA,3.5,NA
"243",2,"NEW YORK CITY",36,8336817,"2020-03-20",-0.288,0.117,0.0564,-0.377,-0.316,0.145,-0.162,NA,NA,NA,0.012,NA,5.8,NA
"244",2,"NEW YORK CITY",36,8336817,"2020-03-21",-0.341,0.0904,0.00993,-0.42,-0.36,0.159,-0.188,NA,NA,NA,0.0365,NA,4.05,NA
"245",2,"NEW YORK CITY",36,8336817,"2020-03-22",-0.399,0.0425,-0.0739,-0.467,-0.405,0.173,-0.216,NA,NA,NA,0.0335,NA,5.85,NA
"246",2,"NEW YORK CITY",36,8336817,"2020-03-23",-0.467,-0.0484,-0.148,-0.515,-0.45,0.196,-0.243,NA,NA,NA,0.03,NA,2.9,NA
"247",2,"NEW YORK CITY",36,8336817,"2020-03-24",-0.502,-0.0961,-0.149,-0.546,-0.485,0.211,-0.258,NA,NA,NA,0.0285,NA,2.3,NA
"248",2,"NEW YORK CITY",36,8336817,"2020-03-25",-0.543,-0.152,-0.224,-0.576,-0.517,0.227,-0.276,NA,NA,NA,0.028,NA,4.7,NA
"249",2,"NEW YORK CITY",36,8336817,"2020-03-26",-0.567,-0.181,-0.215,-0.597,-0.544,0.239,-0.287,NA,NA,NA,0.0285,NA,5.7,NA
"250",2,"NEW YORK CITY",36,8336817,"2020-03-27",-0.593,-0.226,-0.233,-0.617,-0.566,0.25,-0.298,NA,NA,NA,0.027,NA,6.1,NA
"251",2,"NEW YORK CITY",36,8336817,"2020-03-28",-0.623,-0.278,-0.319,-0.642,-0.591,0.259,-0.313,NA,NA,NA,0.0265,NA,5.9,NA
"252",2,"NEW YORK CITY",36,8336817,"2020-03-29",-0.638,-0.3,-0.36,-0.654,-0.607,0.263,-0.323,NA,NA,NA,0.039,NA,1.25,NA
"253",2,"NEW YORK CITY",36,8336817,"2020-03-30",-0.629,-0.281,-0.322,-0.652,-0.613,0.263,-0.323,NA,NA,NA,0.0255,NA,3.3,NA
"254",2,"NEW YORK CITY",36,8336817,"2020-03-31",-0.636,-0.296,-0.366,-0.66,-0.621,0.268,-0.327,NA,NA,NA,0.029,NA,2.1,NA
"255",2,"NEW YORK CITY",36,8336817,"2020-04-01",-0.632,-0.291,-0.335,-0.662,-0.629,0.269,-0.329,NA,NA,NA,0.037,NA,3.1,NA
"256",2,"NEW YORK CITY",36,8336817,"2020-04-02",-0.636,-0.297,-0.374,-0.668,-0.636,0.274,-0.333,NA,NA,NA,0.0325,NA,3.25,NA
"257",2,"NEW YORK CITY",36,8336817,"2020-04-03",-0.643,-0.304,-0.448,-0.676,-0.644,0.278,-0.338,NA,NA,NA,0.03,NA,2.2,NA
"258",2,"NEW YORK CITY",36,8336817,"2020-04-04",-0.639,-0.293,-0.395,-0.674,-0.648,0.278,-0.338,NA,NA,NA,0.03,NA,1.8,NA
"259",2,"NEW YORK CITY",36,8336817,"2020-04-05",-0.635,-0.289,-0.353,-0.673,-0.65,0.277,-0.336,NA,NA,NA,0.0165,NA,7.6,NA
"260",2,"NEW YORK CITY",36,8336817,"2020-04-06",-0.635,-0.285,-0.321,-0.675,-0.654,0.278,-0.337,NA,NA,NA,0.0285,NA,4,NA
"261",2,"NEW YORK CITY",36,8336817,"2020-04-07",-0.642,-0.275,-0.291,-0.677,-0.656,0.279,-0.337,NA,NA,NA,0.036,NA,3.2,NA
"262",2,"NEW YORK CITY",36,8336817,"2020-04-08",-0.656,-0.275,-0.293,-0.681,-0.66,0.28,-0.339,NA,NA,NA,0.018,NA,8.8,NA
"263",2,"NEW YORK CITY",36,8336817,"2020-04-09",-0.671,-0.279,-0.311,-0.686,-0.664,0.281,-0.34,NA,NA,NA,0.0375,NA,4.2,NA
"264",2,"NEW YORK CITY",36,8336817,"2020-04-10",-0.682,-0.276,-0.308,-0.691,-0.67,0.283,-0.342,NA,NA,NA,0.037,NA,2.6,NA
"265",2,"NEW YORK CITY",36,8336817,"2020-04-11",-0.688,-0.269,-0.304,-0.693,-0.67,0.283,-0.342,NA,NA,NA,0.035,NA,3.2,NA
"266",2,"NEW YORK CITY",36,8336817,"2020-04-12",-0.7,-0.279,-0.292,-0.693,-0.671,0.284,-0.343,NA,NA,NA,0.0325,NA,7.8,NA
"267",2,"NEW YORK CITY",36,8336817,"2020-04-13",-0.722,-0.307,-0.355,-0.703,-0.674,0.288,-0.348,NA,NA,NA,0.042,NA,4.6,NA
"268",2,"NEW YORK CITY",36,8336817,"2020-04-14",-0.72,-0.309,-0.351,-0.701,-0.672,0.287,-0.347,NA,NA,NA,0.036,NA,2.5,NA
"269",2,"NEW YORK CITY",36,8336817,"2020-04-15",-0.715,-0.311,-0.349,-0.699,-0.67,0.286,-0.346,NA,NA,NA,0.0415,NA,3.2,NA
"270",2,"NEW YORK CITY",36,8336817,"2020-04-16",-0.709,-0.306,-0.331,-0.696,-0.665,0.283,-0.343,NA,NA,NA,0.0355,NA,5.1,NA
"271",2,"NEW YORK CITY",36,8336817,"2020-04-17",-0.702,-0.304,-0.314,-0.69,-0.657,0.279,-0.34,NA,NA,NA,0.036,NA,4,NA
"272",2,"NEW YORK CITY",36,8336817,"2020-04-18",-0.705,-0.318,-0.361,-0.692,-0.654,0.28,-0.341,NA,NA,NA,0.0335,NA,3.8,NA
"273",2,"NEW YORK CITY",36,8336817,"2020-04-19",-0.695,-0.302,-0.329,-0.687,-0.645,0.278,-0.337,NA,NA,NA,0.035,NA,5.7,NA
"274",2,"NEW YORK CITY",36,8336817,"2020-04-20",-0.68,-0.275,-0.279,-0.676,-0.637,0.273,-0.331,NA,NA,NA,0.033,NA,4.9,NA
"275",2,"NEW YORK CITY",36,8336817,"2020-04-21",-0.686,-0.29,-0.314,-0.681,-0.636,0.274,-0.332,NA,NA,NA,0.033,NA,5.4,NA
"276",2,"NEW YORK CITY",36,8336817,"2020-04-22",-0.684,-0.287,-0.314,-0.68,-0.632,0.272,-0.329,NA,NA,NA,0.0345,NA,1.8,NA
"277",2,"NEW YORK CITY",36,8336817,"2020-04-23",-0.682,-0.286,-0.312,-0.678,-0.628,0.271,-0.329,NA,NA,NA,0.031,NA,5.3,NA
"278",2,"NEW YORK CITY",36,8336817,"2020-04-24",-0.685,-0.296,-0.332,-0.681,-0.627,0.272,-0.33,NA,NA,NA,0.025,NA,3.75,NA
"279",2,"NEW YORK CITY",36,8336817,"2020-04-25",-0.674,-0.279,-0.216,-0.671,-0.62,0.267,-0.321,NA,NA,NA,0.0455,NA,2.65,NA
"280",2,"NEW YORK CITY",36,8336817,"2020-04-26",-0.681,-0.295,-0.308,-0.678,-0.622,0.269,-0.325,NA,NA,NA,0.035,NA,4.4,NA
"281",2,"NEW YORK CITY",36,8336817,"2020-04-27",-0.68,-0.296,-0.33,-0.678,-0.62,0.269,-0.324,NA,NA,NA,0.035,NA,1,NA
"282",2,"NEW YORK CITY",36,8336817,"2020-04-28",-0.667,-0.274,-0.238,-0.669,-0.616,0.256,-0.312,NA,NA,NA,0.032,NA,1.4,NA
"283",2,"NEW YORK CITY",36,8336817,"2020-04-29",-0.667,-0.279,-0.254,-0.668,-0.613,0.256,-0.312,NA,NA,NA,0.026,NA,7.3,NA
"284",2,"NEW YORK CITY",36,8336817,"2020-04-30",-0.666,-0.284,-0.275,-0.668,-0.612,0.256,-0.312,NA,NA,NA,0.038,NA,5.2,NA
"285",2,"NEW YORK CITY",36,8336817,"2020-05-01",-0.654,-0.268,-0.234,-0.661,-0.608,0.252,-0.308,NA,NA,NA,0.043,NA,2.6,NA
"286",2,"NEW YORK CITY",36,8336817,"2020-05-02",-0.645,-0.26,-0.182,-0.655,-0.602,0.249,-0.303,NA,NA,NA,0.034,NA,1.7,NA
"287",2,"NEW YORK CITY",36,8336817,"2020-05-03",-0.627,-0.236,-0.022,-0.64,-0.592,0.242,-0.29,NA,NA,NA,0.0355,NA,7.1,NA
"288",2,"NEW YORK CITY",36,8336817,"2020-05-04",-0.616,-0.225,0.0276,-0.634,-0.588,0.239,-0.285,NA,NA,NA,0.038,NA,3.6,NA
"289",2,"NEW YORK CITY",36,8336817,"2020-05-05",-0.611,-0.221,-0.00142,-0.632,-0.585,0.245,-0.291,NA,NA,NA,0.033,NA,1.05,NA
"290",2,"NEW YORK CITY",36,8336817,"2020-05-06",-0.609,-0.218,-0.0106,-0.63,-0.582,0.243,-0.289,NA,NA,NA,0.0255,NA,2.8,NA
"291",2,"NEW YORK CITY",36,8336817,"2020-05-07",-0.596,-0.193,0.0894,-0.622,-0.576,0.238,-0.284,NA,NA,NA,0.044,NA,2.95,NA
"292",2,"NEW YORK CITY",36,8336817,"2020-05-08",-0.597,-0.193,0.0632,-0.623,-0.574,0.236,-0.283,NA,NA,NA,0.0355,NA,3.4,NA
"293",2,"NEW YORK CITY",36,8336817,"2020-05-09",-0.601,-0.194,-0.0715,-0.628,-0.573,0.239,-0.287,NA,NA,NA,0.027,NA,0.85,NA
"294",2,"NEW YORK CITY",36,8336817,"2020-05-10",-0.597,-0.188,-0.113,-0.624,-0.569,0.238,-0.284,NA,NA,NA,0.03,NA,2.3,NA
"295",2,"NEW YORK CITY",36,8336817,"2020-05-11",-0.602,-0.197,-0.146,-0.626,-0.567,0.238,-0.285,NA,NA,NA,0.034,NA,4.3,NA
"296",2,"NEW YORK CITY",36,8336817,"2020-05-12",-0.603,-0.197,-0.145,-0.625,-0.564,0.237,-0.284,NA,NA,NA,0.027,NA,0.5,NA
"297",2,"NEW YORK CITY",36,8336817,"2020-05-13",-0.592,-0.184,-0.0655,-0.619,-0.56,0.234,-0.28,NA,NA,NA,0.045,NA,1.6,NA
"298",2,"NEW YORK CITY",36,8336817,"2020-05-14",-0.589,-0.188,-0.0712,-0.617,-0.557,0.231,-0.277,NA,NA,NA,0.031,NA,4,NA
"299",2,"NEW YORK CITY",36,8336817,"2020-05-15",-0.577,-0.179,0.038,-0.609,-0.553,0.226,-0.273,NA,NA,NA,0.0405,NA,9.05,NA
"300",2,"NEW YORK CITY",36,8336817,"2020-05-16",-0.568,-0.179,0.179,-0.6,-0.547,0.221,-0.264,NA,NA,NA,0.041,NA,1.4,NA
"301",2,"NEW YORK CITY",36,8336817,"2020-05-17",-0.566,-0.182,0.212,-0.601,-0.544,0.221,-0.264,NA,NA,NA,0.04,NA,1.35,NA
"302",2,"NEW YORK CITY",36,8336817,"2020-05-18",-0.555,-0.17,0.262,-0.595,-0.54,0.218,-0.26,NA,NA,NA,0.037,NA,1.6,NA
"303",2,"NEW YORK CITY",36,8336817,"2020-05-19",-0.548,-0.169,0.267,-0.592,-0.537,0.217,-0.259,NA,NA,NA,0.037,NA,2.7,NA
"304",2,"NEW YORK CITY",36,8336817,"2020-05-20",-0.542,-0.166,0.271,-0.589,-0.535,0.214,-0.256,NA,NA,NA,0.034,NA,1.4,NA
"305",2,"NEW YORK CITY",36,8336817,"2020-05-21",-0.536,-0.161,0.287,-0.586,-0.532,0.214,-0.256,NA,NA,NA,0.031,NA,4.5,NA
"306",2,"NEW YORK CITY",36,8336817,"2020-05-22",-0.533,-0.159,0.255,-0.584,-0.529,0.213,-0.255,NA,NA,NA,0.0215,NA,4.9,NA
"307",2,"NEW YORK CITY",36,8336817,"2020-05-23",-0.543,-0.171,0.107,-0.594,-0.529,0.216,-0.261,NA,NA,NA,0.024,NA,0.8,NA
"308",2,"NEW YORK CITY",36,8336817,"2020-05-24",-0.537,-0.164,0.133,-0.59,-0.526,0.213,-0.254,NA,NA,NA,0.036,NA,4.3,NA
"309",2,"NEW YORK CITY",36,8336817,"2020-05-25",-0.541,-0.169,0.211,-0.599,-0.547,0.215,-0.257,NA,NA,NA,0.027,NA,3.8,NA
"310",2,"NEW YORK CITY",36,8336817,"2020-05-26",-0.534,-0.162,0.182,-0.586,-0.523,0.209,-0.251,NA,NA,NA,0.0115,NA,6.25,NA
"311",2,"NEW YORK CITY",36,8336817,"2020-05-27",-0.529,-0.16,0.214,-0.582,-0.519,0.207,-0.248,NA,NA,NA,0.0245,NA,0.8,NA
"312",2,"NEW YORK CITY",36,8336817,"2020-05-28",-0.53,-0.162,0.188,-0.581,-0.517,0.206,-0.248,NA,NA,NA,0.019,NA,3.3,NA
"313",2,"NEW YORK CITY",36,8336817,"2020-05-29",-0.529,-0.164,0.204,-0.581,-0.516,0.207,-0.248,NA,NA,NA,0.0135,NA,3.3,NA
"314",2,"NEW YORK CITY",36,8336817,"2020-05-30",-0.512,-0.145,0.389,-0.563,-0.501,0.2,-0.235,NA,NA,NA,0.0205,NA,4,NA
"315",2,"NEW YORK CITY",36,8336817,"2020-05-31",-0.509,-0.146,0.412,-0.559,-0.49,0.199,-0.234,NA,NA,NA,0.029,NA,-0.5,NA
"316",2,"NEW YORK CITY",36,8336817,"2020-06-01",-0.501,-0.14,0.437,-0.553,-0.485,0.195,-0.23,NA,NA,NA,0.032,NA,0.5,NA
"317",2,"NEW YORK CITY",36,8336817,"2020-06-02",-0.504,-0.142,0.397,-0.553,-0.484,0.197,-0.231,NA,NA,NA,0.03,NA,4,NA
"318",2,"NEW YORK CITY",36,8336817,"2020-06-03",-0.51,-0.149,0.355,-0.556,-0.483,0.199,-0.234,NA,NA,NA,0.0385,NA,6.6,NA
"319",2,"NEW YORK CITY",36,8336817,"2020-06-04",-0.507,-0.144,0.407,-0.552,-0.48,0.198,-0.232,NA,NA,NA,0.046,NA,7.3,NA
"320",2,"NEW YORK CITY",36,8336817,"2020-06-05",-0.508,-0.146,0.362,-0.552,-0.476,0.197,-0.231,NA,NA,NA,0.036,NA,7.7,NA
"321",2,"NEW YORK CITY",36,8336817,"2020-06-06",-0.508,-0.148,0.326,-0.552,-0.476,0.197,-0.232,NA,NA,NA,0.048,NA,3.8,NA
"322",2,"NEW YORK CITY",36,8336817,"2020-06-07",-0.503,-0.143,0.366,-0.547,-0.475,0.195,-0.228,NA,NA,NA,0.034,NA,0,NA
"323",2,"NEW YORK CITY",36,8336817,"2020-06-08",-0.496,-0.136,0.405,-0.543,-0.471,0.192,-0.224,NA,NA,NA,0.025,NA,1.3,NA
"324",2,"NEW YORK CITY",36,8336817,"2020-06-09",-0.484,-0.126,0.477,-0.537,-0.466,0.187,-0.219,NA,NA,NA,0.021,NA,6.85,NA
"325",2,"NEW YORK CITY",36,8336817,"2020-06-10",-0.47,-0.115,0.541,-0.529,-0.46,0.181,-0.212,NA,NA,NA,0.038,NA,9.05,NA
