"","cityid","cityname","stateabbrev","statename","statefips","city_pop2019","year","month","day","gps_retail_and_recreation","gps_grocery_and_pharmacy","gps_parks","gps_transit_stations","gps_workplaces","gps_residential","gps_away_from_home"
"1",1,"Los Angeles","CA","California",6,10039107,2020,2,24,0.00571,-0.00286,0.0714,0.00286,0.0214,-0.00143,0.000625
"2",1,"Los Angeles","CA","California",6,10039107,2020,2,25,0.01,-0.00143,0.0743,0.00429,0.0229,-0.00286,0.00202
"3",1,"Los Angeles","CA","California",6,10039107,2020,2,26,0.0157,0.00286,0.0714,0.00571,0.0243,-0.00429,0.00362
"4",1,"Los Angeles","CA","California",6,10039107,2020,2,27,0.0186,0.00571,0.0757,0.00714,0.0243,-0.00429,0.00362
"5",1,"Los Angeles","CA","California",6,10039107,2020,2,28,0.0229,0.0114,0.08,0.01,0.0257,-0.00571,0.005
"6",1,"Los Angeles","CA","California",6,10039107,2020,2,29,0.0286,0.0186,0.114,0.0171,0.0271,-0.00857,0.01
"7",1,"Los Angeles","CA","California",6,10039107,2020,3,1,0.0286,0.0214,0.0886,0.0129,0.0257,-0.00857,0.01
"8",1,"Los Angeles","CA","California",6,10039107,2020,3,2,0.0343,0.03,0.0886,0.0114,0.0257,-0.00857,0.01
"9",1,"Los Angeles","CA","California",6,10039107,2020,3,3,0.0429,0.0386,0.116,0.01,0.0257,-0.00857,0.01
"10",1,"Los Angeles","CA","California",6,10039107,2020,3,4,0.0443,0.0443,0.113,0.00571,0.0243,-0.00714,0.00841
"11",1,"Los Angeles","CA","California",6,10039107,2020,3,5,0.0457,0.0514,0.106,0.00143,0.0243,-0.00571,0.00698
"12",1,"Los Angeles","CA","California",6,10039107,2020,3,6,0.0443,0.0543,0.101,-0.00429,0.0229,-0.00429,0.00559
"13",1,"Los Angeles","CA","California",6,10039107,2020,3,7,0.0414,0.0571,0.09,-0.01,0.0229,-0.00286,0.00309
"14",1,"Los Angeles","CA","California",6,10039107,2020,3,8,0.04,0.0586,0.12,-0.0114,0.0229,-0.00286,0.00309
"15",1,"Los Angeles","CA","California",6,10039107,2020,3,9,0.0371,0.0614,0.117,-0.0186,0.0214,-0.00143,0.0014
"16",1,"Los Angeles","CA","California",6,10039107,2020,3,10,0.0214,0.0557,0.03,-0.04,0.0143,0.00429,-0.00419
"17",1,"Los Angeles","CA","California",6,10039107,2020,3,11,0.0186,0.0629,0.0243,-0.0471,0.0114,0.00571,-0.00579
"18",1,"Los Angeles","CA","California",6,10039107,2020,3,12,0.00143,0.07,-0.0386,-0.0743,0.00429,0.0114,-0.0115
"19",1,"Los Angeles","CA","California",6,10039107,2020,3,13,-0.01,0.114,-0.101,-0.101,-0.00857,0.02,-0.0198
"20",1,"Los Angeles","CA","California",6,10039107,2020,3,14,-0.0314,0.144,-0.173,-0.129,-0.0214,0.03,-0.0374
"21",1,"Los Angeles","CA","California",6,10039107,2020,3,15,-0.0586,0.156,-0.227,-0.153,-0.0357,0.0386,-0.0548
"22",1,"Los Angeles","CA","California",6,10039107,2020,3,16,-0.09,0.163,-0.293,-0.189,-0.0714,0.0543,-0.0734
"23",1,"Los Angeles","CA","California",6,10039107,2020,3,17,-0.12,0.17,-0.281,-0.213,-0.11,0.07,-0.0888
"24",1,"Los Angeles","CA","California",6,10039107,2020,3,18,-0.163,0.159,-0.306,-0.251,-0.157,0.0914,-0.113
"25",1,"Los Angeles","CA","California",6,10039107,2020,3,19,-0.197,0.146,-0.299,-0.28,-0.203,0.111,-0.133
"26",1,"Los Angeles","CA","California",6,10039107,2020,3,20,-0.247,0.0857,-0.287,-0.313,-0.251,0.134,-0.155
"27",1,"Los Angeles","CA","California",6,10039107,2020,3,21,-0.296,0.0286,-0.26,-0.346,-0.29,0.15,-0.183
"28",1,"Los Angeles","CA","California",6,10039107,2020,3,22,-0.347,-0.0257,-0.28,-0.393,-0.331,0.164,-0.212
"29",1,"Los Angeles","CA","California",6,10039107,2020,3,23,-0.38,-0.07,-0.269,-0.421,-0.367,0.18,-0.23
"30",1,"Los Angeles","CA","California",6,10039107,2020,3,24,-0.407,-0.11,-0.287,-0.45,-0.396,0.193,-0.243
"31",1,"Los Angeles","CA","California",6,10039107,2020,3,25,-0.429,-0.143,-0.319,-0.474,-0.419,0.203,-0.254
"32",1,"Los Angeles","CA","California",6,10039107,2020,3,26,-0.444,-0.176,-0.326,-0.491,-0.44,0.211,-0.263
"33",1,"Los Angeles","CA","California",6,10039107,2020,3,27,-0.451,-0.196,-0.333,-0.501,-0.451,0.216,-0.267
"34",1,"Los Angeles","CA","California",6,10039107,2020,3,28,-0.454,-0.207,-0.367,-0.51,-0.459,0.219,-0.272
"35",1,"Los Angeles","CA","California",6,10039107,2020,3,29,-0.453,-0.209,-0.384,-0.51,-0.463,0.22,-0.275
"36",1,"Los Angeles","CA","California",6,10039107,2020,3,30,-0.453,-0.214,-0.387,-0.514,-0.469,0.22,-0.275
"37",1,"Los Angeles","CA","California",6,10039107,2020,3,31,-0.451,-0.217,-0.393,-0.514,-0.471,0.22,-0.275
"38",1,"Los Angeles","CA","California",6,10039107,2020,4,1,-0.449,-0.214,-0.393,-0.513,-0.476,0.22,-0.275
"39",1,"Los Angeles","CA","California",6,10039107,2020,4,2,-0.449,-0.213,-0.399,-0.514,-0.479,0.221,-0.276
"40",1,"Los Angeles","CA","California",6,10039107,2020,4,3,-0.446,-0.207,-0.404,-0.514,-0.481,0.221,-0.276
"41",1,"Los Angeles","CA","California",6,10039107,2020,4,4,-0.446,-0.206,-0.407,-0.513,-0.484,0.221,-0.276
"42",1,"Los Angeles","CA","California",6,10039107,2020,4,5,-0.449,-0.206,-0.423,-0.517,-0.487,0.221,-0.276
"43",1,"Los Angeles","CA","California",6,10039107,2020,4,6,-0.459,-0.211,-0.457,-0.527,-0.491,0.226,-0.281
"44",1,"Los Angeles","CA","California",6,10039107,2020,4,7,-0.471,-0.223,-0.486,-0.539,-0.496,0.23,-0.285
"45",1,"Los Angeles","CA","California",6,10039107,2020,4,8,-0.483,-0.236,-0.51,-0.55,-0.5,0.234,-0.29
"46",1,"Los Angeles","CA","California",6,10039107,2020,4,9,-0.5,-0.257,-0.553,-0.569,-0.507,0.24,-0.296
"47",1,"Los Angeles","CA","California",6,10039107,2020,4,10,-0.509,-0.267,-0.577,-0.579,-0.516,0.246,-0.301
"48",1,"Los Angeles","CA","California",6,10039107,2020,4,11,-0.51,-0.266,-0.577,-0.58,-0.519,0.246,-0.301
"49",1,"Los Angeles","CA","California",6,10039107,2020,4,12,-0.526,-0.281,-0.591,-0.584,-0.523,0.247,-0.304
"50",1,"Los Angeles","CA","California",6,10039107,2020,4,13,-0.523,-0.283,-0.576,-0.577,-0.519,0.244,-0.301
"51",1,"Los Angeles","CA","California",6,10039107,2020,4,14,-0.514,-0.276,-0.547,-0.567,-0.514,0.241,-0.298
"52",1,"Los Angeles","CA","California",6,10039107,2020,4,15,-0.511,-0.267,-0.526,-0.557,-0.509,0.239,-0.295
"53",1,"Los Angeles","CA","California",6,10039107,2020,4,16,-0.511,-0.247,-0.481,-0.537,-0.5,0.231,-0.288
"54",1,"Los Angeles","CA","California",6,10039107,2020,4,17,-0.521,-0.243,-0.463,-0.529,-0.49,0.226,-0.282
"55",1,"Los Angeles","CA","California",6,10039107,2020,4,18,-0.533,-0.246,-0.466,-0.526,-0.483,0.224,-0.28
"56",1,"Los Angeles","CA","California",6,10039107,2020,4,19,-0.527,-0.227,-0.439,-0.516,-0.473,0.221,-0.274
"57",1,"Los Angeles","CA","California",6,10039107,2020,4,20,-0.537,-0.219,-0.426,-0.51,-0.47,0.22,-0.272
"58",1,"Los Angeles","CA","California",6,10039107,2020,4,21,-0.55,-0.213,-0.421,-0.51,-0.469,0.219,-0.271
"59",1,"Los Angeles","CA","California",6,10039107,2020,4,22,-0.56,-0.211,-0.417,-0.511,-0.467,0.217,-0.269
"60",1,"Los Angeles","CA","California",6,10039107,2020,4,23,-0.559,-0.21,-0.413,-0.511,-0.467,0.217,-0.269
"61",1,"Los Angeles","CA","California",6,10039107,2020,4,24,-0.556,-0.206,-0.406,-0.51,-0.466,0.216,-0.268
"62",1,"Los Angeles","CA","California",6,10039107,2020,4,25,-0.553,-0.199,-0.394,-0.507,-0.464,0.213,-0.263
"63",1,"Los Angeles","CA","California",6,10039107,2020,4,26,-0.549,-0.193,-0.387,-0.506,-0.464,0.211,-0.26
"64",1,"Los Angeles","CA","California",6,10039107,2020,4,27,-0.546,-0.189,-0.379,-0.504,-0.463,0.21,-0.258
"65",1,"Los Angeles","CA","California",6,10039107,2020,4,28,-0.543,-0.184,-0.374,-0.5,-0.461,0.197,-0.246
"66",1,"Los Angeles","CA","California",6,10039107,2020,4,29,-0.537,-0.183,-0.376,-0.497,-0.46,0.196,-0.244
"67",1,"Los Angeles","CA","California",6,10039107,2020,4,30,-0.529,-0.179,-0.373,-0.493,-0.459,0.193,-0.241
"68",1,"Los Angeles","CA","California",6,10039107,2020,5,1,-0.52,-0.173,-0.363,-0.486,-0.457,0.191,-0.24
"69",1,"Los Angeles","CA","California",6,10039107,2020,5,2,-0.511,-0.166,-0.353,-0.479,-0.454,0.19,-0.237
"70",1,"Los Angeles","CA","California",6,10039107,2020,5,3,-0.503,-0.16,-0.339,-0.471,-0.447,0.187,-0.232
"71",1,"Los Angeles","CA","California",6,10039107,2020,5,4,-0.494,-0.154,-0.33,-0.467,-0.444,0.184,-0.228
"72",1,"Los Angeles","CA","California",6,10039107,2020,5,5,-0.486,-0.144,-0.32,-0.463,-0.441,0.193,-0.237
"73",1,"Los Angeles","CA","California",6,10039107,2020,5,6,-0.481,-0.137,-0.309,-0.46,-0.44,0.191,-0.235
"74",1,"Los Angeles","CA","California",6,10039107,2020,5,7,-0.479,-0.131,-0.299,-0.459,-0.437,0.19,-0.234
"75",1,"Los Angeles","CA","California",6,10039107,2020,5,8,-0.476,-0.126,-0.289,-0.457,-0.434,0.187,-0.231
"76",1,"Los Angeles","CA","California",6,10039107,2020,5,9,-0.47,-0.109,-0.276,-0.451,-0.43,0.184,-0.226
"77",1,"Los Angeles","CA","California",6,10039107,2020,5,10,-0.466,-0.09,-0.269,-0.441,-0.426,0.18,-0.217
"78",1,"Los Angeles","CA","California",6,10039107,2020,5,11,-0.466,-0.0943,-0.26,-0.441,-0.424,0.18,-0.217
"79",1,"Los Angeles","CA","California",6,10039107,2020,5,12,-0.466,-0.0986,-0.254,-0.441,-0.423,0.18,-0.217
"80",1,"Los Angeles","CA","California",6,10039107,2020,5,13,-0.463,-0.0986,-0.24,-0.437,-0.42,0.179,-0.215
"81",1,"Los Angeles","CA","California",6,10039107,2020,5,14,-0.461,-0.101,-0.227,-0.434,-0.417,0.179,-0.215
"82",1,"Los Angeles","CA","California",6,10039107,2020,5,15,-0.461,-0.106,-0.214,-0.433,-0.416,0.179,-0.215
"83",1,"Los Angeles","CA","California",6,10039107,2020,5,16,-0.463,-0.121,-0.2,-0.434,-0.413,0.179,-0.215
"84",1,"Los Angeles","CA","California",6,10039107,2020,5,17,-0.463,-0.137,-0.176,-0.44,-0.411,0.181,-0.221
"85",1,"Los Angeles","CA","California",6,10039107,2020,5,18,-0.461,-0.137,-0.194,-0.444,-0.41,0.181,-0.221
"86",1,"Los Angeles","CA","California",6,10039107,2020,5,19,-0.456,-0.136,-0.183,-0.443,-0.407,0.18,-0.22
"87",1,"Los Angeles","CA","California",6,10039107,2020,5,20,-0.451,-0.131,-0.174,-0.441,-0.404,0.179,-0.218
"88",1,"Los Angeles","CA","California",6,10039107,2020,5,21,-0.447,-0.126,-0.164,-0.439,-0.401,0.176,-0.215
"89",1,"Los Angeles","CA","California",6,10039107,2020,5,22,-0.443,-0.121,-0.159,-0.437,-0.397,0.173,-0.213
"90",1,"Los Angeles","CA","California",6,10039107,2020,5,23,-0.44,-0.117,-0.153,-0.436,-0.394,0.17,-0.208
"91",1,"Los Angeles","CA","California",6,10039107,2020,5,24,-0.439,-0.111,-0.137,-0.434,-0.393,0.167,-0.202
"92",1,"Los Angeles","CA","California",6,10039107,2020,5,25,-0.44,-0.104,-0.0671,-0.439,-0.433,0.174,-0.21
"93",1,"Los Angeles","CA","California",6,10039107,2020,5,26,-0.44,-0.111,-0.136,-0.433,-0.39,0.166,-0.2
"94",1,"Los Angeles","CA","California",6,10039107,2020,5,27,-0.44,-0.114,-0.133,-0.431,-0.387,0.164,-0.199
"95",1,"Los Angeles","CA","California",6,10039107,2020,5,28,-0.439,-0.117,-0.133,-0.431,-0.384,0.164,-0.199
"96",1,"Los Angeles","CA","California",6,10039107,2020,5,29,-0.439,-0.123,-0.137,-0.43,-0.381,0.164,-0.199
"97",1,"Los Angeles","CA","California",6,10039107,2020,5,30,-0.437,-0.13,-0.14,-0.43,-0.371,0.166,-0.201
"98",1,"Los Angeles","CA","California",6,10039107,2020,5,31,-0.443,-0.147,-0.17,-0.433,-0.366,0.169,-0.207
"99",1,"Los Angeles","CA","California",6,10039107,2020,6,1,-0.447,-0.156,-0.173,-0.43,-0.364,0.17,-0.209
"100",1,"Los Angeles","CA","California",6,10039107,2020,6,2,-0.45,-0.156,-0.196,-0.433,-0.366,0.173,-0.212
"101",1,"Los Angeles","CA","California",6,10039107,2020,6,3,-0.446,-0.146,-0.207,-0.434,-0.366,0.173,-0.212
"102",1,"Los Angeles","CA","California",6,10039107,2020,6,4,-0.441,-0.14,-0.213,-0.433,-0.366,0.171,-0.21
"103",1,"Los Angeles","CA","California",6,10039107,2020,6,5,-0.436,-0.136,-0.221,-0.433,-0.366,0.17,-0.209
"104",1,"Los Angeles","CA","California",6,10039107,2020,6,6,-0.429,-0.129,-0.22,-0.429,-0.366,0.167,-0.204
"105",1,"Los Angeles","CA","California",6,10039107,2020,6,7,-0.41,-0.111,-0.193,-0.419,-0.36,0.163,-0.195
"106",1,"Los Angeles","CA","California",6,10039107,2020,6,8,-0.39,-0.0929,-0.153,-0.409,-0.354,0.156,-0.187
"107",1,"Los Angeles","CA","California",6,10039107,2020,6,9,-0.374,-0.0857,-0.121,-0.401,-0.35,0.15,-0.181
"108",1,"Los Angeles","CA","California",6,10039107,2020,6,10,-0.366,-0.0886,-0.109,-0.396,-0.347,0.147,-0.178
"109",1,"Los Angeles","CA","California",6,10039107,2020,6,11,-0.357,-0.0886,-0.0986,-0.391,-0.344,0.144,-0.175
"110",1,"Los Angeles","CA","California",6,10039107,2020,6,12,-0.349,-0.0871,-0.08,-0.386,-0.343,0.141,-0.172
"111",1,"Los Angeles","CA","California",6,10039107,2020,6,13,-0.343,-0.0871,-0.07,-0.38,-0.339,0.139,-0.167
"112",1,"Los Angeles","CA","California",6,10039107,2020,6,14,-0.337,-0.0871,-0.06,-0.374,-0.336,0.136,-0.161
"113",1,"Los Angeles","CA","California",6,10039107,2020,6,15,-0.333,-0.09,-0.0557,-0.37,-0.334,0.134,-0.16
"114",1,"Los Angeles","CA","California",6,10039107,2020,6,16,-0.329,-0.0929,-0.05,-0.366,-0.333,0.133,-0.158
"115",1,"Los Angeles","CA","California",6,10039107,2020,6,17,-0.326,-0.0957,-0.0414,-0.363,-0.333,0.131,-0.157
"116",1,"Los Angeles","CA","California",6,10039107,2020,6,18,-0.323,-0.0986,-0.0386,-0.363,-0.333,0.13,-0.155
"117",1,"Los Angeles","CA","California",6,10039107,2020,6,19,-0.32,-0.0986,-0.0357,-0.363,-0.333,0.127,-0.152
"118",1,"Los Angeles","CA","California",6,10039107,2020,6,20,-0.316,-0.0943,-0.0414,-0.366,-0.333,0.126,-0.15
"119",1,"Los Angeles","CA","California",6,10039107,2020,6,21,-0.317,-0.09,-0.0557,-0.37,-0.33,0.124,-0.147
"120",1,"Los Angeles","CA","California",6,10039107,2020,6,22,-0.317,-0.0943,-0.0557,-0.373,-0.334,0.124,-0.147
"121",1,"Los Angeles","CA","California",6,10039107,2020,6,23,-0.316,-0.0971,-0.0557,-0.374,-0.337,0.124,-0.147
"122",1,"Los Angeles","CA","California",6,10039107,2020,6,24,-0.314,-0.1,-0.0586,-0.377,-0.337,0.124,-0.147
"123",1,"Los Angeles","CA","California",6,10039107,2020,6,25,-0.314,-0.101,-0.0571,-0.376,-0.337,0.124,-0.147
"124",1,"Los Angeles","CA","California",6,10039107,2020,6,26,-0.316,-0.106,-0.06,-0.376,-0.337,0.126,-0.148
"125",1,"Los Angeles","CA","California",6,10039107,2020,6,27,-0.317,-0.114,-0.0557,-0.376,-0.339,0.127,-0.151
"126",1,"Los Angeles","CA","California",6,10039107,2020,6,28,-0.316,-0.124,-0.0586,-0.377,-0.34,0.13,-0.157
"127",1,"Los Angeles","CA","California",6,10039107,2020,6,29,-0.311,-0.121,-0.06,-0.377,-0.337,0.13,-0.157
"128",1,"Los Angeles","CA","California",6,10039107,2020,6,30,-0.307,-0.12,-0.0629,-0.379,-0.336,0.129,-0.155
"129",1,"Los Angeles","CA","California",6,10039107,2020,7,1,-0.301,-0.116,-0.0643,-0.376,-0.336,0.127,-0.154
"130",1,"Los Angeles","CA","California",6,10039107,2020,7,2,-0.294,-0.104,-0.0629,-0.373,-0.339,0.126,-0.152
"131",1,"Los Angeles","CA","California",6,10039107,2020,7,3,-0.287,-0.0814,-0.0586,-0.376,-0.366,0.131,-0.158
"132",1,"Los Angeles","CA","California",6,10039107,2020,7,4,-0.319,-0.103,-0.0943,-0.387,-0.363,0.13,-0.16
"133",1,"Los Angeles","CA","California",6,10039107,2020,7,5,-0.303,-0.113,-0.0843,-0.38,-0.349,0.127,-0.155
"134",1,"Los Angeles","CA","California",6,10039107,2020,7,6,-0.296,-0.1,-0.0643,-0.374,-0.343,0.126,-0.152
"135",1,"Los Angeles","CA","California",6,10039107,2020,7,7,-0.299,-0.0971,-0.0629,-0.373,-0.346,0.127,-0.154
"136",1,"Los Angeles","CA","California",6,10039107,2020,7,8,-0.304,-0.0986,-0.06,-0.376,-0.347,0.129,-0.155
"137",1,"Los Angeles","CA","California",6,10039107,2020,7,9,-0.31,-0.107,-0.0629,-0.381,-0.346,0.131,-0.158
"138",1,"Los Angeles","CA","California",6,10039107,2020,7,10,-0.31,-0.103,-0.0657,-0.384,-0.347,0.133,-0.16
"139",1,"Los Angeles","CA","California",6,10039107,2020,7,11,-0.311,-0.1,-0.0757,-0.389,-0.349,0.134,-0.162
"140",1,"Los Angeles","CA","California",6,10039107,2020,7,12,-0.311,-0.0957,-0.0757,-0.391,-0.353,0.134,-0.162
"141",1,"Los Angeles","CA","California",6,10039107,2020,7,13,-0.31,-0.0957,-0.0786,-0.393,-0.351,0.134,-0.162
"142",1,"Los Angeles","CA","California",6,10039107,2020,7,14,-0.311,-0.0971,-0.08,-0.397,-0.351,0.134,-0.162
"143",1,"Los Angeles","CA","California",6,10039107,2020,7,15,-0.313,-0.0986,-0.0829,-0.4,-0.353,0.136,-0.164
"144",1,"Los Angeles","CA","California",6,10039107,2020,7,16,-0.317,-0.101,-0.0829,-0.403,-0.354,0.136,-0.164
"145",1,"Los Angeles","CA","California",6,10039107,2020,7,17,-0.319,-0.104,-0.0786,-0.404,-0.356,0.136,-0.164
"146",1,"Los Angeles","CA","California",6,10039107,2020,7,18,-0.32,-0.106,-0.0714,-0.404,-0.359,0.136,-0.164
"147",1,"Los Angeles","CA","California",6,10039107,2020,7,19,-0.321,-0.107,-0.0643,-0.404,-0.361,0.136,-0.164
"148",1,"Los Angeles","CA","California",6,10039107,2020,7,20,-0.326,-0.11,-0.0557,-0.404,-0.363,0.136,-0.164
"149",1,"Los Angeles","CA","California",6,10039107,2020,7,21,-0.327,-0.113,-0.0514,-0.404,-0.364,0.136,-0.164
"150",1,"Los Angeles","CA","California",6,10039107,2020,7,22,-0.327,-0.114,-0.0486,-0.406,-0.364,0.134,-0.162
"151",1,"Los Angeles","CA","California",6,10039107,2020,7,23,-0.327,-0.116,-0.0471,-0.406,-0.364,0.134,-0.162
"152",1,"Los Angeles","CA","California",6,10039107,2020,7,24,-0.327,-0.117,-0.0486,-0.406,-0.363,0.134,-0.162
"153",1,"Los Angeles","CA","California",6,10039107,2020,7,25,-0.326,-0.119,-0.0457,-0.406,-0.363,0.133,-0.16
"154",1,"Los Angeles","CA","California",6,10039107,2020,7,26,-0.324,-0.12,-0.0429,-0.404,-0.363,0.133,-0.16
"155",1,"Los Angeles","CA","California",6,10039107,2020,7,27,-0.323,-0.121,-0.0457,-0.404,-0.363,0.133,-0.16
"156",1,"Los Angeles","CA","California",6,10039107,2020,7,28,-0.323,-0.123,-0.0471,-0.404,-0.361,0.133,-0.16
"157",1,"Los Angeles","CA","California",6,10039107,2020,7,29,-0.323,-0.124,-0.0471,-0.403,-0.361,0.133,-0.16
"158",1,"Los Angeles","CA","California",6,10039107,2020,7,30,-0.323,-0.124,-0.05,-0.401,-0.363,0.131,-0.158
"159",1,"Los Angeles","CA","California",6,10039107,2020,7,31,-0.321,-0.123,-0.0471,-0.399,-0.364,0.13,-0.157
"160",1,"Los Angeles","CA","California",6,10039107,2020,8,1,-0.321,-0.119,-0.0486,-0.396,-0.364,0.13,-0.157
"161",1,"Los Angeles","CA","California",6,10039107,2020,8,2,-0.32,-0.116,-0.05,-0.393,-0.364,0.13,-0.157
"162",1,"Los Angeles","CA","California",6,10039107,2020,8,3,-0.317,-0.111,-0.0471,-0.39,-0.363,0.129,-0.155
"163",1,"Los Angeles","CA","California",6,10039107,2020,8,4,-0.314,-0.107,-0.0443,-0.387,-0.363,0.127,-0.154
"164",1,"Los Angeles","CA","California",6,10039107,2020,8,5,-0.311,-0.104,-0.0414,-0.384,-0.363,0.126,-0.152
"165",1,"Los Angeles","CA","California",6,10039107,2020,8,6,-0.309,-0.103,-0.0343,-0.381,-0.361,0.126,-0.152
"166",1,"Los Angeles","CA","California",6,10039107,2020,8,7,-0.307,-0.103,-0.0314,-0.38,-0.361,0.126,-0.152
"167",1,"Los Angeles","CA","California",6,10039107,2020,8,8,-0.306,-0.106,-0.0257,-0.38,-0.361,0.126,-0.152
"168",1,"Los Angeles","CA","California",6,10039107,2020,8,9,-0.306,-0.107,-0.0214,-0.38,-0.361,0.124,-0.149
"169",1,"Los Angeles","CA","California",6,10039107,2020,8,10,-0.307,-0.11,-0.02,-0.38,-0.361,0.124,-0.149
"170",1,"Los Angeles","CA","California",6,10039107,2020,8,11,-0.307,-0.113,-0.0186,-0.38,-0.361,0.124,-0.149
"171",1,"Los Angeles","CA","California",6,10039107,2020,8,12,-0.309,-0.116,-0.02,-0.381,-0.361,0.124,-0.149
"172",1,"Los Angeles","CA","California",6,10039107,2020,8,13,-0.31,-0.119,-0.0271,-0.383,-0.363,0.124,-0.149
"173",1,"Los Angeles","CA","California",6,10039107,2020,8,14,-0.311,-0.12,-0.0357,-0.386,-0.363,0.123,-0.148
"174",1,"Los Angeles","CA","California",6,10039107,2020,8,15,-0.313,-0.121,-0.0471,-0.389,-0.366,0.123,-0.148
"175",1,"Los Angeles","CA","California",6,10039107,2020,8,16,-0.313,-0.121,-0.0586,-0.39,-0.369,0.123,-0.148
"176",1,"Los Angeles","CA","California",6,10039107,2020,8,17,NA,NA,NA,NA,-0.37,0.123,-0.148
"177",1,"Los Angeles","CA","California",6,10039107,2020,8,18,NA,NA,NA,NA,-0.37,0.124,-0.149
"178",1,"Los Angeles","CA","California",6,10039107,2020,8,19,NA,NA,NA,NA,-0.37,0.126,-0.151
"179",1,"Los Angeles","CA","California",6,10039107,2020,8,20,NA,NA,NA,NA,-0.369,0.126,-0.151
"180",1,"Los Angeles","CA","California",6,10039107,2020,8,21,NA,NA,NA,NA,-0.369,0.127,-0.152
"181",1,"Los Angeles","CA","California",6,10039107,2020,8,22,NA,NA,NA,NA,-0.366,0.126,-0.15
"182",1,"Los Angeles","CA","California",6,10039107,2020,8,23,NA,NA,NA,NA,-0.363,0.126,-0.15
"183",1,"Los Angeles","CA","California",6,10039107,2020,8,24,NA,NA,NA,NA,-0.361,0.126,-0.15
"184",1,"Los Angeles","CA","California",6,10039107,2020,8,25,NA,NA,NA,NA,-0.361,0.124,-0.148
"185",1,"Los Angeles","CA","California",6,10039107,2020,8,26,NA,NA,NA,NA,-0.36,0.124,-0.148
"186",1,"Los Angeles","CA","California",6,10039107,2020,8,27,NA,NA,NA,NA,-0.36,0.124,-0.148
"187",1,"Los Angeles","CA","California",6,10039107,2020,8,28,NA,NA,NA,NA,-0.359,0.123,-0.147
"188",1,"Los Angeles","CA","California",6,10039107,2020,8,29,NA,NA,NA,NA,-0.359,0.123,-0.147
"189",1,"Los Angeles","CA","California",6,10039107,2020,8,30,NA,NA,NA,NA,-0.359,0.121,-0.144
"190",1,"Los Angeles","CA","California",6,10039107,2020,8,31,NA,NA,NA,NA,-0.359,0.121,-0.144
"191",1,"Los Angeles","CA","California",6,10039107,2020,9,1,NA,NA,NA,NA,-0.359,0.121,-0.144
"192",1,"Los Angeles","CA","California",6,10039107,2020,9,2,NA,NA,NA,NA,-0.359,0.12,-0.142
"193",1,"Los Angeles","CA","California",6,10039107,2020,9,3,NA,NA,NA,NA,-0.359,0.119,-0.141
"194",1,"Los Angeles","CA","California",6,10039107,2020,9,4,NA,NA,NA,NA,-0.36,0.117,-0.14
"195",1,"Los Angeles","CA","California",6,10039107,2020,9,5,NA,NA,NA,NA,-0.367,0.117,-0.14
"196",1,"Los Angeles","CA","California",6,10039107,2020,9,6,NA,NA,NA,NA,-0.373,0.117,-0.14
"197",1,"Los Angeles","CA","California",6,10039107,2020,9,7,NA,NA,NA,NA,-0.42,0.127,-0.151
"198",1,"Los Angeles","CA","California",6,10039107,2020,9,8,NA,NA,NA,NA,-0.374,0.117,-0.14
"199",1,"Los Angeles","CA","California",6,10039107,2020,9,9,NA,NA,NA,NA,-0.376,0.117,-0.14
"200",1,"Los Angeles","CA","California",6,10039107,2020,9,10,NA,NA,NA,NA,-0.376,0.119,-0.141
"201",1,"Los Angeles","CA","California",6,10039107,2020,9,11,NA,NA,NA,NA,-0.373,0.12,-0.142
"202",1,"Los Angeles","CA","California",6,10039107,2020,9,12,NA,NA,NA,NA,-0.364,0.121,-0.145
"203",1,"Los Angeles","CA","California",6,10039107,2020,9,13,NA,NA,NA,NA,-0.359,0.123,-0.148
"204",1,"Los Angeles","CA","California",6,10039107,2020,9,14,NA,NA,NA,NA,-0.356,0.123,-0.148
"205",1,"Los Angeles","CA","California",6,10039107,2020,9,15,NA,NA,NA,NA,-0.35,0.123,-0.148
"206",1,"Los Angeles","CA","California",6,10039107,2020,9,16,NA,NA,NA,NA,-0.347,0.123,-0.148
"207",1,"Los Angeles","CA","California",6,10039107,2020,9,17,NA,NA,NA,NA,-0.344,0.121,-0.146
"208",1,"Los Angeles","CA","California",6,10039107,2020,9,18,NA,NA,NA,NA,-0.343,0.12,-0.145
"209",1,"Los Angeles","CA","California",6,10039107,2020,9,19,NA,NA,NA,NA,-0.343,0.117,-0.14
"210",1,"Los Angeles","CA","California",6,10039107,2020,9,20,NA,NA,NA,NA,-0.341,0.116,-0.137
"211",1,"Los Angeles","CA","California",6,10039107,2020,9,21,NA,NA,NA,NA,-0.343,0.116,-0.137
"212",1,"Los Angeles","CA","California",6,10039107,2020,9,22,NA,NA,NA,NA,-0.344,0.116,-0.137
"213",1,"Los Angeles","CA","California",6,10039107,2020,9,23,NA,NA,NA,NA,-0.344,0.116,-0.137
"214",1,"Los Angeles","CA","California",6,10039107,2020,9,24,NA,NA,NA,NA,-0.344,0.116,-0.137
"215",1,"Los Angeles","CA","California",6,10039107,2020,9,25,NA,NA,NA,NA,-0.344,0.116,-0.137
"216",1,"Los Angeles","CA","California",6,10039107,2020,9,26,NA,NA,NA,NA,-0.341,0.116,-0.137
"217",1,"Los Angeles","CA","California",6,10039107,2020,9,27,NA,NA,NA,NA,-0.34,0.116,-0.137
