"","date","cityid","gps_retail_and_recreation","gps_grocery_and_pharmacy","gps_parks","gps_transit_stations","gps_workplaces","gps_residential","gps_away_from_home"
"989",2020-03-13,35,0.0157,0.127,0.207,-0.0771,-0.0214,0.00714,-0.00809
"990",2020-03-13,36,0.0357,0.0886,0.234,-0.00286,-0.0443,0.0143,-0.0106
"991",2020-03-13,37,0.12,0.144,0.369,0.0729,0.0486,-0.0143,0.0217
"992",2020-03-13,38,0.0114,0.106,-0.0486,-0.0886,0.00714,0.01,-0.0118
"993",2020-03-13,39,0.0314,0.109,0.509,-0.0843,-0.0371,0.00857,-0.00608
"994",2020-03-13,40,0.0543,0.174,0.399,0.0114,-0.0471,0.01,-0.00567
"995",2020-03-13,41,-0.0243,0.101,0.14,-0.179,-0.0829,0.0457,-0.0519
"996",2020-03-13,42,0.0614,0.11,0.266,-0.01,-0.0143,0.00857,-0.00478
"997",2020-03-13,43,0.0371,0.0814,0.123,-0.0157,0.00286,0.00143,-0.000315
"998",2020-03-13,44,0.104,0.171,0.39,0.0486,-0.00143,0.00143,0.00141
"999",2020-03-13,45,0.109,0.134,0.391,0.0357,0.02,-0.0114,0.0156
"1000",2020-03-13,46,0.0571,0.116,0.566,0.0229,-0.01,0.00429,0.00126
"1001",2020-03-13,47,0.0771,0.111,0.153,0.00429,0.0157,0.00143,0.00102
"1002",2020-03-13,48,-0.0229,0.0371,-0.0357,-0.0814,0.00571,0.00857,-0.00863
"1003",2020-03-13,49,0.08,0.191,0.73,0,0.02,-0.00571,0.00765
"1004",2020-03-13,50,0.0571,0.224,0.29,-0.0614,0.00286,0.00143,-3.37e-05
"1005",2020-03-13,51,0.0757,0.109,0.471,0.0429,0.00429,-0.00286,0.00572
"1006",2020-03-13,52,0.0614,0.146,0.421,-0.0214,0.0129,-0.00286,0.00712
"1007",2020-03-13,53,0.0743,0.127,0.466,0.104,0.00857,-0.00571,0.00802
"1008",2020-03-14,1,-0.0314,0.144,-0.173,-0.129,-0.0214,0.03,-0.0374
"1009",2020-03-14,2,-0.00664,0.157,0.304,-0.096,-0.0403,0.0284,-0.0328
"1010",2020-03-14,3,0.0386,0.194,0.321,-0.0543,-0.0114,0.00571,-0.00491
"1011",2020-03-14,4,0.05,0.163,0.199,-0.0529,-0.08,0.0157,-0.0165
"1012",2020-03-14,5,0.0343,0.0857,-0.0471,-0.0243,-0.0843,0.0243,-0.0242
"1013",2020-03-14,6,-0.0243,0.0786,-0.16,-0.144,-0.0157,0.0286,-0.036
"1014",2020-03-14,7,0.0543,0.143,0.21,-0.0414,-0.0514,0.0129,-0.0169
"1015",2020-03-14,8,0.0171,0.113,-0.0143,-0.0714,-0.0343,0.0157,-0.0195
"1016",2020-03-14,9,-0.123,0.0257,0.214,-0.279,-0.239,0.0943,-0.109
"1017",2020-03-14,10,0.05,0.141,0.304,-0.0857,-0.116,0.0229,-0.0264
"1018",2020-03-14,11,0.0414,0.141,0.189,-0.0471,-0.136,0.0171,-0.0177
"1019",2020-03-14,12,-0.0829,0.103,0.197,-0.31,-0.167,0.0814,-0.0965
"1020",2020-03-14,13,0.0543,0.17,0.49,0.0114,-0.0129,0.00714,-0.00692
"1021",2020-03-14,14,0.0443,0.137,0.434,-0.05,-0.02,0.01,-0.0113
"1022",2020-03-14,15,0.0186,0.126,0.394,-0.03,-0.0243,0.01,-0.0112
"1023",2020-03-14,16,0.0271,0.103,0.184,-0.131,-0.0229,0.0129,-0.0163
"1024",2020-03-14,17,0.0357,0.156,0.444,-0.0686,-0.00714,-0.00143,0.00226
"1025",2020-03-14,18,0.0229,0.0986,0.331,-0.0357,-0.0229,0.00857,-0.00974
"1026",2020-03-14,19,0.0229,0.0629,0.17,0.02,-0.09,0.0129,-0.0129
"1027",2020-03-14,20,0.0357,0.15,0.251,-0.00714,-0.02,0.00571,-0.0052
"1028",2020-03-14,21,-0.177,0.0786,-0.0971,-0.31,-0.21,0.101,-0.121
"1029",2020-03-14,22,0.0729,0.159,-0.157,0.12,-0.0243,0.00143,-0.0022
"1030",2020-03-14,23,0.0557,0.0743,0.521,-0.00143,0,0.00286,-0.00165
"1031",2020-03-14,24,-0.0186,0.0843,0.301,-0.0671,-0.0357,0.02,-0.0258
"1032",2020-03-14,25,-0.0514,0.146,0.24,-0.154,-0.0586,0.0286,-0.0313
"1033",2020-03-14,26,0.0543,0.149,0.26,0.0143,-0.00143,0.00143,-0.00549
"1034",2020-03-14,27,0.0157,0.219,0.443,-0.0114,-0.0186,0.01,-0.0112
"1035",2020-03-14,28,-0.0257,0.246,0.351,-0.121,-0.00714,0.0171,-0.022
"1036",2020-03-14,29,-0.0314,0.0657,0.0729,-0.0829,-0.0529,0.02,-0.0232
"1037",2020-03-14,30,0.04,0.126,0.26,-0.05,-0.0414,0.0114,-0.01
"1038",2020-03-14,31,0.05,0.161,0.407,-0.00857,0.00857,0.00286,-0.000748
"1039",2020-03-14,32,0.0629,0.229,0.19,0.0129,-0.0186,0.00571,-0.0081
"1040",2020-03-14,33,0.03,0.141,0.0743,-0.0486,-0.0271,0.00571,-0.00518
"1041",2020-03-14,34,0.0643,0.171,0.109,-0.0257,0.00286,-0.00143,0.000973
"1042",2020-03-14,35,-0.00429,0.147,0.171,-0.1,-0.0286,0.0129,-0.0181
"1043",2020-03-14,36,2.66e-10,0.1,0.173,-0.0414,-0.0571,0.0214,-0.0231
"1044",2020-03-14,37,0.0829,0.144,0.213,0.0271,0.0371,-0.00429,0.00418
"1045",2020-03-14,38,-0.00571,0.126,-0.0743,-0.107,0.00143,0.0157,-0.0218
"1046",2020-03-14,39,0.0129,0.121,0.513,-0.106,-0.0429,0.0143,-0.0161
"1047",2020-03-14,40,0.01,0.166,0.256,-0.03,-0.06,0.0214,-0.0257
"1048",2020-03-14,41,-0.0514,0.111,0.0943,-0.214,-0.0957,0.0543,-0.0669
"1049",2020-03-14,42,0.0314,0.119,0.214,-0.0357,-0.0229,0.0171,-0.0198
"1050",2020-03-14,43,0.02,0.0957,0.0929,-0.0343,-0.00429,0.00571,-0.00783
"1051",2020-03-14,44,0.0743,0.174,0.341,0.0214,-0.0114,0.00857,-0.0111
"1052",2020-03-14,45,0.0786,0.151,0.266,0.0157,0.0114,-0.00429,0.00308
"1053",2020-03-14,46,0.0186,0.121,0.52,0,-0.0229,0.0114,-0.0113
"1054",2020-03-14,47,0.0643,0.137,0.127,-0.00143,0.0114,0.00571,-0.00649
"1055",2020-03-14,48,-0.03,0.0457,-0.0371,-0.09,-0.00286,0.0114,-0.0136
"1056",2020-03-14,49,0.0571,0.224,0.736,-0.0271,0.0171,-0.00286,0.00264
"1057",2020-03-14,50,0.0257,0.236,0.243,-0.0886,-0.00571,0.00857,-0.0126
"1058",2020-03-14,51,0.06,0.123,0.526,0.0286,0.00143,0.00143,-0.00179
"1059",2020-03-14,52,0.0343,0.151,0.311,-0.0414,0.00286,0.00571,-0.0079
"1060",2020-03-14,53,0.0571,0.139,0.319,0.0957,-0.00143,0.00143,-0.0045
"1061",2020-03-15,1,-0.0586,0.156,-0.227,-0.153,-0.0357,0.0386,-0.0548
"1062",2020-03-15,2,-0.0417,0.166,0.27,-0.131,-0.0567,0.0361,-0.0484
"1063",2020-03-15,3,2.66e-10,0.204,0.107,-0.0914,-0.0257,0.0157,-0.0253
"1064",2020-03-15,4,0.02,0.159,0.166,-0.0786,-0.0914,0.0214,-0.0282
"1065",2020-03-15,5,0.0157,0.103,-0.07,-0.0429,-0.0929,0.0286,-0.0329
"1066",2020-03-15,6,-0.0486,0.0871,-0.196,-0.167,-0.0271,0.0371,-0.0534
"1067",2020-03-15,7,0.0214,0.141,0.119,-0.0714,-0.0671,0.0214,-0.0344
"1068",2020-03-15,8,0.00429,0.137,-0.0429,-0.0957,-0.0457,0.02,-0.0282
"1069",2020-03-15,9,-0.144,0.0286,0.227,-0.303,-0.251,0.0986,-0.118
"1070",2020-03-15,10,0.0171,0.146,0.244,-0.11,-0.13,0.0314,-0.0438
"1071",2020-03-15,11,0.02,0.149,0.133,-0.0671,-0.144,0.0229,-0.0293
"1072",2020-03-15,12,-0.116,0.107,0.117,-0.343,-0.189,0.0914,-0.117
"1073",2020-03-15,13,0.0114,0.173,0.334,-0.02,-0.0257,0.0143,-0.0215
"1074",2020-03-15,14,0.01,0.134,0.369,-0.0843,-0.0357,0.0171,-0.0258
"1075",2020-03-15,15,-0.02,0.136,0.177,-0.0614,-0.04,0.0171,-0.0257
"1076",2020-03-15,16,-0.00857,0.0971,0.117,-0.157,-0.04,0.0214,-0.0338
"1077",2020-03-15,17,0.00714,0.166,0.376,-0.106,-0.0214,0.00571,-0.0123
"1078",2020-03-15,18,-0.0114,0.0943,0.149,-0.0643,-0.0371,0.0157,-0.0243
"1079",2020-03-15,19,0.00857,0.0743,0.193,0.00571,-0.0986,0.0157,-0.0187
"1080",2020-03-15,20,0.00143,0.141,0.0643,-0.0371,-0.0329,0.0129,-0.0197
"1081",2020-03-15,21,-0.219,0.0829,-0.136,-0.343,-0.229,0.111,-0.141
"1082",2020-03-15,22,0.0543,0.176,-0.143,0.113,-0.0257,0.00429,-0.00801
"1083",2020-03-15,23,0.02,0.0657,0.446,-0.0314,-0.0171,0.01,-0.0162
"1084",2020-03-15,24,-0.06,0.0814,0.27,-0.0986,-0.05,0.0286,-0.0432
"1085",2020-03-15,25,-0.0957,0.146,0.196,-0.193,-0.0786,0.0386,-0.0517
"1086",2020-03-15,26,0.0314,0.154,0.231,-0.00286,-0.00857,0.00429,-0.0113
"1087",2020-03-15,27,-0.0229,0.213,0.201,-0.0457,-0.0314,0.0186,-0.0287
"1088",2020-03-15,28,-0.0643,0.241,0.314,-0.16,-0.0229,0.0243,-0.0365
"1089",2020-03-15,29,-0.0971,0.0486,-0.0357,-0.151,-0.0786,0.03,-0.0436
"1090",2020-03-15,30,0.00143,0.124,0.144,-0.0886,-0.0614,0.0214,-0.0304
"1091",2020-03-15,31,0.01,0.161,0.177,-0.0429,-0.00143,0.01,-0.0153
"1092",2020-03-15,32,0.0329,0.234,0.236,0.00286,-0.0286,0.01,-0.0168
"1093",2020-03-15,33,0.0157,0.159,0.0886,-0.0614,-0.0329,0.00857,-0.011
"1094",2020-03-15,34,0.0371,0.189,0.0286,-0.0514,-0.00429,0.00429,-0.0107
"1095",2020-03-15,35,-0.0329,0.153,0.0871,-0.134,-0.0429,0.02,-0.0326
"1096",2020-03-15,36,-0.0414,0.0957,0.0729,-0.0743,-0.0771,0.03,-0.0405
"1097",2020-03-15,37,0.0371,0.136,0.06,-0.0143,0.0214,0.00286,-0.0103
"1098",2020-03-15,38,-0.0286,0.13,-0.0729,-0.123,-0.00571,0.0214,-0.0334
"1099",2020-03-15,39,-0.0171,0.121,0.441,-0.141,-0.0629,0.0229,-0.0335
"1100",2020-03-15,40,-0.0314,0.157,0.0957,-0.0729,-0.07,0.03,-0.0431
"1101",2020-03-15,41,-0.0843,0.114,0.0157,-0.254,-0.113,0.0643,-0.0873
"1102",2020-03-15,42,-0.00857,0.121,0.0971,-0.0714,-0.0357,0.0257,-0.0372
"1103",2020-03-15,43,-0.00143,0.1,0.0829,-0.0543,-0.0143,0.00857,-0.0136
"1104",2020-03-15,44,0.0243,0.164,0.249,-0.0171,-0.0271,0.0157,-0.0256
"1105",2020-03-15,45,0.0429,0.151,0.209,-0.0157,-2.66e-10,0.00143,-0.00855
"1106",2020-03-15,46,-0.0229,0.129,0.323,-0.0357,-0.0386,0.02,-0.0287
"1107",2020-03-15,47,0.0457,0.156,0.0986,-0.0114,0.01,0.00857,-0.0123
"1108",2020-03-15,48,-0.04,0.0514,-0.0571,-0.103,-0.0129,0.0157,-0.0224
"1109",2020-03-15,49,0.0314,0.239,0.669,-0.05,-0.00143,0.00286,-0.00899
"1110",2020-03-15,50,-0.00857,0.247,0.304,-0.114,-0.0286,0.0143,-0.0242
"1111",2020-03-15,51,0.0329,0.12,0.454,0.00143,-0.01,0.00857,-0.0163
"1112",2020-03-15,52,0.00286,0.151,0.217,-0.0614,-0.0143,0.0129,-0.0224
"1113",2020-03-15,53,0.0386,0.144,0.263,0.0857,-0.01,0.00429,-0.0103
"1114",2020-03-16,1,-0.09,0.163,-0.293,-0.189,-0.0714,0.0543,-0.0734
"1115",2020-03-16,2,-0.0827,0.183,0.163,-0.178,-0.105,0.0547,-0.0705
"1116",2020-03-16,3,-0.0171,0.239,0.08,-0.13,-0.0571,0.0271,-0.0388
"1117",2020-03-16,4,1.06e-09,0.17,0.146,-0.106,-0.11,0.0314,-0.04
"1118",2020-03-16,5,0.00286,0.131,-0.0971,-0.0643,-0.109,0.0357,-0.0414
"1119",2020-03-16,6,-0.0686,0.106,-0.231,-0.201,-0.0657,0.0514,-0.0703
"1120",2020-03-16,7,0.00429,0.161,0.0957,-0.0929,-0.0914,0.0314,-0.0462
"1121",2020-03-16,8,-0.00857,0.166,-0.0857,-0.123,-0.0614,0.0271,-0.0367
"1122",2020-03-16,9,-0.173,0.0471,0.221,-0.33,-0.28,0.109,-0.13
"1123",2020-03-16,10,-0.00286,0.169,0.211,-0.141,-0.139,0.0386,-0.0523
"1124",2020-03-16,11,0.00429,0.169,0.13,-0.0786,-0.147,0.0271,-0.0344
"1125",2020-03-16,12,-0.123,0.173,0.0629,-0.381,-0.241,0.11,-0.139
"1126",2020-03-16,13,-0.0257,0.201,0.271,-0.0557,-0.0614,0.0286,-0.0384
"1127",2020-03-16,14,-0.0229,0.137,0.236,-0.13,-0.0757,0.0329,-0.0444
"1128",2020-03-16,15,-0.06,0.159,0.0686,-0.0943,-0.0743,0.0314,-0.0426
"1129",2020-03-16,16,-0.0271,0.106,0.133,-0.191,-0.0886,0.0357,-0.0507
"1130",2020-03-16,17,-0.0129,0.186,0.289,-0.144,-0.0514,0.0186,-0.0275
"1131",2020-03-16,18,-0.0329,0.113,0.109,-0.0871,-0.0629,0.0257,-0.0361
"1132",2020-03-16,19,-0.00286,0.09,0.167,-0.01,-0.107,0.0229,-0.0271
"1133",2020-03-16,20,-0.0186,0.149,0.0243,-0.0529,-0.0557,0.0214,-0.0299
"1134",2020-03-16,21,-0.253,0.119,-0.167,-0.386,-0.28,0.129,-0.161
"1135",2020-03-16,22,0.0414,0.191,-0.154,0.0957,-0.0629,0.0143,-0.0199
"1136",2020-03-16,23,-0.01,0.0686,0.337,-0.0686,-0.0543,0.0229,-0.0314
"1137",2020-03-16,24,-0.0843,0.0957,0.256,-0.133,-0.0914,0.0414,-0.0585
"1138",2020-03-16,25,-0.146,0.146,0.03,-0.251,-0.127,0.0586,-0.0754
"1139",2020-03-16,26,0.0114,0.169,0.177,-0.0229,-0.0357,0.0143,-0.0232
"1140",2020-03-16,27,-0.05,0.229,0.141,-0.0657,-0.0586,0.03,-0.0422
"1141",2020-03-16,28,-0.0929,0.257,0.283,-0.206,-0.07,0.0386,-0.0535
"1142",2020-03-16,29,-0.15,0.04,-0.13,-0.213,-0.137,0.0514,-0.069
"1143",2020-03-16,30,-0.0243,0.141,0.0686,-0.123,-0.0929,0.0343,-0.0456
"1144",2020-03-16,31,-0.00857,0.189,0.187,-0.0657,-0.0286,0.0186,-0.0254
"1145",2020-03-16,32,0.00857,0.251,0.216,-0.0157,-0.0614,0.0214,-0.0304
"1146",2020-03-16,33,0.00429,0.18,0.0571,-0.0814,-0.0629,0.0157,-0.0195
"1147",2020-03-16,34,0.0129,0.2,-0.0614,-0.09,-0.0371,0.0186,-0.0276
"1148",2020-03-16,35,-0.0514,0.177,-3.19e-09,-0.171,-0.0729,0.0329,-0.0479
"1149",2020-03-16,36,-0.0757,0.0971,-0.0214,-0.117,-0.126,0.0486,-0.0625
"1150",2020-03-16,37,0.0257,0.164,0.0457,-0.0143,-0.00714,0.0114,-0.0205
"1151",2020-03-16,38,-0.0486,0.14,-0.103,-0.147,-0.0314,0.0329,-0.047
"1152",2020-03-16,39,-0.04,0.134,0.346,-0.181,-0.0957,0.0371,-0.0505
"1153",2020-03-16,40,-0.0457,0.189,0.1,-0.0886,-0.0914,0.0371,-0.0516
"1154",2020-03-16,41,-0.0929,0.161,-0.0357,-0.296,-0.156,0.0786,-0.104
"1155",2020-03-16,42,-0.0329,0.139,0.0871,-0.11,-0.0657,0.04,-0.0542
"1156",2020-03-16,43,-0.0129,0.114,0.0671,-0.08,-0.0471,0.0171,-0.0238
"1157",2020-03-16,44,-0.0243,0.164,0.167,-0.0614,-0.0629,0.0286,-0.0409
"1158",2020-03-16,45,0.0286,0.173,0.19,-0.0343,-0.03,0.01,-0.0187
"1159",2020-03-16,46,-0.0643,0.147,0.216,-0.0714,-0.0686,0.0314,-0.0422
"1160",2020-03-16,47,0.03,0.181,0.0286,-0.02,0,0.0157,-0.0208
"1161",2020-03-16,48,-0.0514,0.0629,-0.101,-0.121,-0.0386,0.0257,-0.0342
"1162",2020-03-16,49,0.02,0.266,0.724,-0.0729,-0.03,0.0129,-0.0208
"1163",2020-03-16,50,-0.0329,0.27,0.316,-0.15,-0.0643,0.0257,-0.0377
"1164",2020-03-16,51,0.0114,0.126,0.374,-0.0171,-0.0371,0.0214,-0.0316
"1165",2020-03-16,52,-0.01,0.176,0.256,-0.0843,-0.0486,0.0229,-0.0343
"1166",2020-03-16,53,0.03,0.177,0.209,0.0729,-0.0371,0.0129,-0.0205
"1167",2020-03-17,1,-0.12,0.17,-0.281,-0.213,-0.11,0.07,-0.0888
"1168",2020-03-17,2,-0.131,0.19,0.119,-0.229,-0.155,0.0759,-0.0912
"1169",2020-03-17,3,-0.06,0.244,0.106,-0.18,-0.109,0.0457,-0.0569
"1170",2020-03-17,4,-0.04,0.181,0.121,-0.139,-0.136,0.0457,-0.054
"1171",2020-03-17,5,-0.0186,0.157,-0.0843,-0.0843,-0.131,0.0457,-0.0511
"1172",2020-03-17,6,-0.0971,0.12,-0.19,-0.229,-0.109,0.0671,-0.0857
"1173",2020-03-17,7,-0.04,0.174,-0.0129,-0.131,-0.124,0.0486,-0.063
"1174",2020-03-17,8,-0.0243,0.191,-0.111,-0.147,-0.0986,0.04,-0.0492
"1175",2020-03-17,9,-0.213,0.0486,0.263,-0.359,-0.314,0.123,-0.144
"1176",2020-03-17,10,-0.04,0.189,0.0929,-0.184,-0.153,0.0514,-0.0648
"1177",2020-03-17,11,-0.0243,0.183,0.06,-0.1,-0.156,0.0371,-0.0442
"1178",2020-03-17,12,-0.186,0.157,-4.26e-09,-0.431,-0.317,0.143,-0.171
"1179",2020-03-17,13,-0.0829,0.214,0.267,-0.0957,-0.0986,0.0443,-0.0537
"1180",2020-03-17,14,-0.0771,0.123,0.151,-0.184,-0.131,0.0543,-0.0653
"1181",2020-03-17,15,-0.106,0.166,0.0457,-0.124,-0.119,0.0486,-0.0594
"1182",2020-03-17,16,-0.07,0.109,0.0843,-0.237,-0.147,0.0571,-0.0716
"1183",2020-03-17,17,-0.0443,0.203,0.249,-0.189,-0.0929,0.0343,-0.0429
"1184",2020-03-17,18,-0.0771,0.124,0.133,-0.106,-0.0986,0.0386,-0.0487
"1185",2020-03-17,19,-0.0214,0.104,0.146,-0.0314,-0.123,0.0314,-0.0355
"1186",2020-03-17,20,-0.0443,0.154,-0.0143,-0.0686,-0.0814,0.0314,-0.0397
"1187",2020-03-17,21,-0.336,0.0886,-0.219,-0.451,-0.353,0.161,-0.194
"1188",2020-03-17,22,0.0129,0.206,-0.189,0.0786,-0.0986,0.0271,-0.0324
"1189",2020-03-17,23,-0.0514,0.06,0.319,-0.107,-0.0986,0.0386,-0.0468
"1190",2020-03-17,24,-0.14,0.1,0.241,-0.176,-0.144,0.06,-0.0766
"1191",2020-03-17,25,-0.21,0.127,-0.0543,-0.316,-0.193,0.0871,-0.103
"1192",2020-03-17,26,-0.0257,0.169,0.0471,-0.0557,-0.0714,0.03,-0.0385
"1193",2020-03-17,27,-0.09,0.239,0.234,-0.0786,-0.0943,0.0429,-0.0548
"1194",2020-03-17,28,-0.144,0.254,0.247,-0.253,-0.127,0.06,-0.0744
"1195",2020-03-17,29,-0.214,0.0271,-0.18,-0.287,-0.21,0.0786,-0.0955
"1196",2020-03-17,30,-0.0643,0.146,-0.0129,-0.16,-0.133,0.0514,-0.0624
"1197",2020-03-17,31,-0.0543,0.199,0.211,-0.0971,-0.0686,0.0343,-0.0408
"1198",2020-03-17,32,-0.03,0.26,0.187,-0.0429,-0.103,0.0371,-0.0457
"1199",2020-03-17,33,-0.0157,0.199,0.04,-0.106,-0.0971,0.0257,-0.0292
"1200",2020-03-17,34,-0.01,0.221,-0.0786,-0.11,-0.0729,0.0314,-0.0401
"1201",2020-03-17,35,-0.08,0.191,-0.0571,-0.21,-0.11,0.0486,-0.0632
"1202",2020-03-17,36,-0.11,0.101,-0.0571,-0.156,-0.173,0.0643,-0.0779
"1203",2020-03-17,37,-0.0243,0.181,-0.0171,-0.0429,-0.0471,0.0257,-0.0345
"1204",2020-03-17,38,-0.0757,0.149,-0.144,-0.181,-0.0643,0.0486,-0.0623
"1205",2020-03-17,39,-0.07,0.139,0.317,-0.22,-0.149,0.0571,-0.07
"1206",2020-03-17,40,-0.0857,0.196,0.0943,-0.11,-0.121,0.0514,-0.0656
"1207",2020-03-17,41,-0.154,0.144,-0.0914,-0.361,-0.227,0.11,-0.135
"1208",2020-03-17,42,-0.0771,0.147,0.139,-0.157,-0.114,0.06,-0.0737
"1209",2020-03-17,43,-0.0371,0.121,0.0514,-0.111,-0.0857,0.03,-0.0364
"1210",2020-03-17,44,-0.0957,0.153,0.103,-0.107,-0.113,0.0486,-0.0604
"1211",2020-03-17,45,-0.00143,0.197,0.141,-0.0571,-0.0657,0.0229,-0.0313
"1212",2020-03-17,46,-0.11,0.15,0.229,-0.101,-0.109,0.0457,-0.0562
"1213",2020-03-17,47,0.0186,0.216,0.0471,-0.0157,-0.0143,0.0214,-0.0263
"1214",2020-03-17,48,-0.0743,0.0657,-0.169,-0.149,-0.0714,0.0429,-0.051
"1215",2020-03-17,49,-0.0129,0.273,0.663,-0.101,-0.0714,0.03,-0.0376
"1216",2020-03-17,50,-0.0786,0.277,0.324,-0.189,-0.107,0.0443,-0.0559
"1217",2020-03-17,51,-0.0143,0.129,0.4,-0.0286,-0.0714,0.0357,-0.0455
"1218",2020-03-17,52,-0.0471,0.184,0.164,-0.12,-0.0914,0.0414,-0.0524
"1219",2020-03-17,53,0.00857,0.207,0.123,0.0643,-0.0729,0.0243,-0.0316
"1220",2020-03-18,1,-0.163,0.159,-0.306,-0.251,-0.157,0.0914,-0.113
"1221",2020-03-18,2,-0.182,0.189,0.0906,-0.281,-0.209,0.0982,-0.116
"1222",2020-03-18,3,-0.119,0.234,0.03,-0.241,-0.164,0.0686,-0.0825
"1223",2020-03-18,4,-0.0857,0.166,0.0914,-0.177,-0.166,0.0614,-0.0716
"1224",2020-03-18,5,-0.0586,0.161,-0.1,-0.113,-0.16,0.0586,-0.0655
"1225",2020-03-18,6,-0.147,0.11,-0.267,-0.281,-0.164,0.0929,-0.114
"1226",2020-03-18,7,-0.0914,0.174,-0.0929,-0.177,-0.164,0.07,-0.087
"1227",2020-03-18,8,-0.07,0.193,-0.179,-0.189,-0.151,0.06,-0.0716
"1228",2020-03-18,9,-0.254,0.0386,0.343,-0.39,-0.351,0.139,-0.162
"1229",2020-03-18,10,-0.0857,0.196,0.00857,-0.239,-0.171,0.0686,-0.084
"1230",2020-03-18,11,-0.0614,0.19,-0.0157,-0.124,-0.169,0.05,-0.0586
"1231",2020-03-18,12,-0.25,0.126,-0.0814,-0.48,-0.386,0.174,-0.206
"1232",2020-03-18,13,-0.14,0.199,0.241,-0.141,-0.147,0.0629,-0.0745
"1233",2020-03-18,14,-0.137,0.0986,0.0757,-0.244,-0.191,0.0771,-0.0909
"1234",2020-03-18,15,-0.16,0.151,-0.0271,-0.169,-0.17,0.0714,-0.085
"1235",2020-03-18,16,-0.126,0.103,0.05,-0.289,-0.211,0.0814,-0.0988
"1236",2020-03-18,17,-0.09,0.204,0.204,-0.24,-0.141,0.0557,-0.0669
"1237",2020-03-18,18,-0.131,0.117,0.0786,-0.144,-0.139,0.0571,-0.0695
"1238",2020-03-18,19,-0.05,0.114,0.114,-0.0586,-0.141,0.0443,-0.0499
"1239",2020-03-18,20,-0.0714,0.163,-0.0471,-0.0871,-0.113,0.0429,-0.0525
"1240",2020-03-18,21,-0.413,0.0514,-0.273,-0.511,-0.42,0.193,-0.229
"1241",2020-03-18,22,-0.0286,0.209,-0.241,0.0443,-0.139,0.0443,-0.0516
"1242",2020-03-18,23,-0.0943,0.0471,0.291,-0.146,-0.147,0.0571,-0.0676
"1243",2020-03-18,24,-0.201,0.0943,0.266,-0.224,-0.199,0.08,-0.099
"1244",2020-03-18,25,-0.273,0.0986,-0.0671,-0.38,-0.256,0.114,-0.134
"1245",2020-03-18,26,-0.0743,0.166,0.0143,-0.0814,-0.116,0.0471,-0.0577
"1246",2020-03-18,27,-0.139,0.231,0.133,-0.11,-0.136,0.0614,-0.0756
"1247",2020-03-18,28,-0.206,0.24,0.221,-0.309,-0.189,0.0829,-0.1
"1248",2020-03-18,29,-0.279,0.00429,-0.233,-0.371,-0.283,0.106,-0.126
"1249",2020-03-18,30,-0.113,0.139,-0.0971,-0.213,-0.179,0.0714,-0.0847
"1250",2020-03-18,31,-0.113,0.193,0.164,-0.139,-0.119,0.0557,-0.0648
"1251",2020-03-18,32,-0.0771,0.253,0.134,-0.0814,-0.149,0.0571,-0.0681
"1252",2020-03-18,33,-0.06,0.191,-0.0314,-0.144,-0.139,0.0429,-0.0484
"1253",2020-03-18,34,-0.0371,0.253,-0.117,-0.13,-0.11,0.0443,-0.0545
"1254",2020-03-18,35,-0.124,0.193,-0.139,-0.256,-0.157,0.0686,-0.0856
"1255",2020-03-18,36,-0.157,0.0957,-0.1,-0.203,-0.226,0.0843,-0.1
"1256",2020-03-18,37,-0.0829,0.189,-0.114,-0.0757,-0.0957,0.0443,-0.0553
"1257",2020-03-18,38,-0.114,0.146,-0.189,-0.219,-0.104,0.0671,-0.0831
"1258",2020-03-18,39,-0.117,0.13,0.293,-0.27,-0.206,0.08,-0.0956
"1259",2020-03-18,40,-0.14,0.19,0.0157,-0.151,-0.159,0.07,-0.0864
"1260",2020-03-18,41,-0.219,0.12,-0.15,-0.427,-0.296,0.141,-0.17
"1261",2020-03-18,42,-0.143,0.134,0.134,-0.214,-0.173,0.0871,-0.104
"1262",2020-03-18,43,-0.0714,0.123,0.03,-0.159,-0.13,0.0457,-0.054
"1263",2020-03-18,44,-0.179,0.121,-0.00857,-0.164,-0.169,0.0714,-0.086
"1264",2020-03-18,45,-0.0457,0.216,0.0629,-0.0986,-0.106,0.0386,-0.0489
"1265",2020-03-18,46,-0.164,0.141,0.22,-0.144,-0.153,0.0629,-0.0754
"1266",2020-03-18,47,-0.0157,0.224,0.0343,-0.0186,-0.0529,0.0329,-0.0391
"1267",2020-03-18,48,-0.0986,0.0671,-0.207,-0.18,-0.106,0.06,-0.0701
"1268",2020-03-18,49,-0.0486,0.276,0.58,-0.131,-0.12,0.0486,-0.0584
"1269",2020-03-18,50,-0.139,0.269,0.273,-0.256,-0.18,0.0743,-0.0895
"1270",2020-03-18,51,-0.0514,0.121,0.384,-0.0586,-0.113,0.0529,-0.0647
"1271",2020-03-18,52,-0.0871,0.187,0.197,-0.157,-0.144,0.06,-0.0732
"1272",2020-03-18,53,-0.0343,0.219,0.0414,0.0357,-0.114,0.04,-0.0492
"1273",2020-03-19,1,-0.197,0.146,-0.299,-0.28,-0.203,0.111,-0.133
"1274",2020-03-19,2,-0.239,0.147,0.0636,-0.333,-0.264,0.122,-0.14
"1275",2020-03-19,3,-0.179,0.213,-0.0543,-0.304,-0.221,0.0943,-0.108
